metric,rho,p_value
CHM,,
CHD,,
IFN,,
IRN,0.0035547544217441195,0.9567734671383153
OPN,,
SMQ,-0.2951411238116376,4.159330064528537e-06
SCOH,-0.1730050334397343,0.00785946377995916
SCOP,0.24527573828186072,0.00014578737422909165
CMQ,-0.6844763930727932,7.95685230720143e-34
CCOH,-0.6406453843192049,1.5004921117039498e-28
CCOP,0.774310651539628,3.339252849959685e-48
SERVICES,-0.706388488404416,7.935177864591834e-37
