metric,rho,p_value
CHM,,
CHD,,
IFN,,
IRN,0.10146528008323485,0.12086689044421975
OPN,,
SMQ,0.2453688504503421,0.00014491508951671115
SCOH,0.34316663310428946,6.761817950095354e-08
SCOP,-0.14761234834782844,0.023623327500667694
CMQ,0.6087296686244013,3.2294267709572067e-25
CCOH,0.5741034565896214,5.289686986788382e-22
CCOP,-0.6190497722394621,2.9724048960510803e-26
SERVICES,0.8197622452620553,2.517384967220505e-58
