metric,rho,p_value
CHM,,
CHD,,
IFN,,
IRN,-0.16198757397517488,0.012903382664604725
OPN,,
SMQ,-0.18228831428254355,0.005062177303491791
SCOH,-0.3418401566795752,7.65107148425642e-08
SCOP,0.08226937499292172,0.20890866003802253
CMQ,-0.5512715139401646,4.400681164602148e-20
CCOH,-0.513724631716117,3.157188399104904e-17
CCOP,0.5879148050372913,3.0718900763244595e-23
SERVICES,-0.8435111854842321,7.870397595994737e-65
