ID,RESOLUTION,CHM,CHD,IFN,IRN,OPN,SMQ,SCOH,SCOP,CMQ,CCOH,CCOP,SERVICES,K,NMI,NMI_filtered,penalty_swm,penalty_mean,score_swm,penalty_rel_swm,H_global,n_clusters
04_03_11_27_34_795217,0.3,0.6466773683832507,0.2616635782518136,1.0,55.0,71.0,0.2284970238095238,0.3041666666666667,0.0756696428571428,0.6035714285714286,0.6125,0.0089285714285714,8,12,0.6742029123708987,0.6941834096207946,0.39455119590306603,0.3700925477447709,0.6054488040969339,0.41965530208135343,0.9401792231534328,8.0
04_03_11_27_34_801564,0.4,0.5655479242979242,0.3156415643180349,1.25,45.0,71.0,0.2322619047619048,0.340952380952381,0.1086904761904762,0.3052380952380952,0.3352380952380952,0.03,5,12,0.5530003944020809,0.6211300174070624,0.5471263789774036,0.4978450497706065,0.45287362102259643,0.5819383852605251,0.9401792231534328,5.0
04_03_11_27_34_810524,0.4,0.5769704478528008,0.2687461394814336,1.25,52.0,71.0,0.2458333333333334,0.3555555555555556,0.1097222222222222,0.3844444444444445,0.4111111111111111,0.0266666666666666,6,12,0.6527954601320153,0.7152236837398368,0.43968784892885876,0.42738485309960356,0.5603121510711413,0.46766386461308107,0.9401792231534328,6.0
04_03_11_27_34_816889,0.4,0.5655479242979242,0.3156415643180349,1.25,45.0,71.0,0.2322619047619048,0.340952380952381,0.1086904761904762,0.3052380952380952,0.3352380952380952,0.03,5,12,0.5530003944020809,0.6211300174070624,0.5471263789774036,0.4978450497706065,0.45287362102259643,0.5819383852605251,0.9401792231534328,5.0
04_03_11_27_34_824632,0.5,0.5655479242979242,0.3156415643180349,1.25,45.0,71.0,0.2322619047619048,0.340952380952381,0.1086904761904762,0.3052380952380952,0.3352380952380952,0.03,5,12,0.5530003944020809,0.6211300174070624,0.5471263789774036,0.4978450497706065,0.45287362102259643,0.5819383852605251,0.9401792231534328,5.0
04_03_11_27_34_844855,0.6,0.5769704478528008,0.2687461394814336,1.25,55.0,71.0,0.2991071428571428,0.3928571428571428,0.09375,0.4580498866213152,0.4761904761904761,0.0181405895691609,7,12,0.6321561448022769,0.6905396551739122,0.4341598172797998,0.4198594835781598,0.5658401827202002,0.4617841009330058,0.9401792231534328,7.0
04_03_11_27_34_869185,0.7,0.5769704478528008,0.2687461394814336,1.25,41.0,71.0,0.1776289682539683,0.2904761904761905,0.1128472222222222,0.3226190476190476,0.4059523809523809,0.0833333333333333,4,12,0.5251977810785056,0.5354381505364856,0.5837789377309651,0.5416029945299836,0.4162210622690349,0.6209230361131849,0.9401792231534328,4.0
04_03_11_27_34_914470,0.8,0.5769704478528008,0.2687461394814336,1.25,41.0,71.0,0.1776289682539683,0.2904761904761905,0.1128472222222222,0.3226190476190476,0.4059523809523809,0.0833333333333333,4,12,0.5251977810785056,0.5354381505364856,0.5837789377309651,0.5416029945299836,0.4162210622690349,0.6209230361131849,0.9401792231534328,4.0
04_03_11_27_34_922443,0.9,0.5769704478528008,0.2687461394814336,1.25,41.0,71.0,0.1776289682539683,0.2904761904761905,0.1128472222222222,0.3226190476190476,0.4059523809523809,0.0833333333333333,4,12,0.5251977810785056,0.5354381505364856,0.5837789377309651,0.5416029945299836,0.4162210622690349,0.6209230361131849,0.9401792231534328,4.0
04_03_11_27_34_951223,1.0,0.5769704478528008,0.2687461394814336,1.25,41.0,71.0,0.1776289682539683,0.2904761904761905,0.1128472222222222,0.3226190476190476,0.4059523809523809,0.0833333333333333,4,12,0.5251977810785056,0.5354381505364856,0.5837789377309651,0.5416029945299836,0.4162210622690349,0.6209230361131849,0.9401792231534328,4.0
04_03_11_50_10_183959,0.3,0.5655479242979242,0.3156415643180349,1.25,47.0,71.0,0.3016666666666666,0.3869047619047619,0.0852380952380952,0.2904761904761904,0.3126984126984126,0.0222222222222222,6,20,0.536224429332821,0.5999392467119967,0.5419735294564345,0.47306007677098555,0.4580264705435655,0.5764576754191759,0.9401792231534328,6.0
04_03_11_50_10_191864,0.3,0.6466773683832507,0.2616635782518136,1.0,47.0,71.0,0.2874149659863945,0.3554421768707483,0.0680272108843537,0.4331065759637188,0.4489795918367347,0.0158730158730158,7,20,0.585539158728263,0.5999392467119967,0.4914836082692886,0.42611236752768894,0.5085163917307114,0.5227552323702869,0.9401792231534328,7.0
04_03_11_50_10_195896,0.4,0.5655479242979242,0.3156415643180349,1.25,53.0,71.0,0.3345238095238095,0.419047619047619,0.0845238095238095,0.4126984126984127,0.4285714285714285,0.0158730158730158,7,20,0.5666523329951224,0.6278355061061058,0.4948050737024215,0.4726160180648242,0.5051949262975786,0.5262880326612702,0.9401792231534328,7.0
