ID,pen_data
04_03_17_40_47_405272,0.6369385978006668
04_03_17_40_47_411065,0.47074333712264743
04_03_17_40_47_416970,0.6479920143713247
04_03_17_40_47_423445,0.9571778264307
04_03_17_40_47_430344,0.9571778264307
04_03_17_40_47_436816,0.9571778264307
04_03_17_40_47_445693,1.169000486529222
04_03_17_40_47_457187,1.169000486529222
04_03_17_44_01_441744,0.14942528735632182
04_03_17_44_01_451371,0.4339080459770115
04_03_17_44_01_460435,0.6149425287356322
04_03_17_44_01_470233,0.6149425287356322
04_03_17_44_01_482158,0.4339080459770115
04_03_17_44_01_493138,0.4339080459770115
04_03_17_44_01_504820,0.4339080459770115
04_03_17_44_01_518193,0.4339080459770115
04_03_17_44_01_530234,0.4339080459770115
04_03_17_44_01_541169,0.4339080459770115
04_03_17_44_01_555539,0.4339080459770115
04_03_17_44_01_567819,0.4339080459770115
04_03_17_44_01_581037,0.4339080459770115
04_03_17_44_01_595815,0.4339080459770115
04_03_17_44_01_652319,0.4339080459770115
04_03_17_44_01_667153,0.4339080459770115
04_03_17_44_01_683994,0.4339080459770115
04_03_17_46_33_073368,1.459849480021894
04_03_17_46_33_078741,0.27306452593808916
04_03_17_46_33_084701,0.27306452593808916
04_03_17_46_33_091938,1.4015076558180006
04_03_17_46_33_097626,1.3945055646779785
04_03_17_46_33_103038,1.3945055646779785
04_03_17_46_33_108126,0.9571778264307
04_03_17_46_33_114257,1.3945055646779785
04_03_17_46_33_120170,1.3945055646779785
04_03_17_46_33_126621,1.3945055646779785
04_03_17_46_33_132483,1.3945055646779785
04_03_17_46_33_139157,1.3945055646779785
04_03_17_46_33_145271,0.9571778264307
04_03_17_46_33_151292,0.9571778264307
04_03_17_46_33_172475,1.4015076558180006
04_03_17_46_33_179424,1.8678714580438718
04_03_17_46_33_186226,1.871878026188371
04_03_17_46_33_193229,1.871878026188371
04_03_17_46_33_200032,0.9571778264307
04_03_17_46_33_206352,1.871878026188371
04_03_17_46_33_219437,0.9571778264307
04_03_17_49_08_356219,0.5116379310344827
04_03_17_49_08_364749,0.08045977011494253
04_03_17_49_08_373502,0.9545320197044335
04_03_17_49_08_383500,0.5116379310344827
04_03_17_49_08_390463,0.5116379310344827
04_03_17_49_08_409032,0.08131119625372499
04_03_17_49_08_422114,0.5116379310344827
04_03_17_49_08_430962,0.5116379310344827
04_03_17_49_08_439657,0.4339080459770115
04_03_17_49_08_450372,0.6438058748403576
04_03_17_49_08_459395,0.6438058748403576
04_03_17_49_08_471123,0.5116379310344827
04_03_17_49_08_489035,0.5116379310344827
04_03_17_49_08_499962,0.5116379310344827
04_03_17_49_08_521277,0.6438058748403576
04_03_17_49_08_544365,0.5116379310344827
04_03_17_49_08_557089,0.5116379310344827
04_03_17_49_08_569101,0.5116379310344827
04_03_17_49_08_579037,0.5047021943573667
04_03_17_49_08_590907,0.5047021943573667
04_03_17_49_08_604066,0.5047021943573667
04_03_17_52_00_570865,0.9208021650550386
04_03_17_52_00_575877,0.04212454212454212
04_03_17_52_00_580873,0.14942528735632182
04_03_17_52_00_585717,0.9545320197044335
04_03_17_52_00_591041,1.371992337164751
04_03_17_52_00_601125,0.9208021650550386
04_03_17_52_00_605558,1.371992337164751
04_03_17_52_00_610528,0.14942528735632182
04_03_17_52_00_615078,0.9208021650550386
04_03_17_52_00_619972,1.371992337164751
04_03_17_52_00_624733,0.14942528735632182
04_03_17_52_00_640332,1.371992337164751
04_03_17_52_00_645147,0.9225085259568018
04_03_17_52_00_649953,1.3019197437300885
04_03_17_52_00_654927,1.371992337164751
04_03_17_52_00_670199,0.9208021650550386
04_03_17_52_00_675408,1.5028127470656205
04_03_17_52_00_681373,1.5028127470656205
04_03_17_54_20_134353,0.9208021650550386
04_03_17_54_20_139418,0.04212454212454212
04_03_17_54_20_144766,0.9208021650550386
